DATA REPORT,,,,,
2026/02/24,07:27:44,31.61,,,
2026/02/24,07:27:49,31.63,,,
2026/02/24,07:27:54,31.61,,,
2026/02/24,07:27:59,31.70,,,
2026/02/24,07:28:04,31.65,,,
2026/02/24,07:28:09,31.55,,,
2026/02/24,07:28:14,31.50,,,
2026/02/24,07:28:19,31.34,,,
2026/02/24,07:28:24,31.19,,,
2026/02/24,07:28:29,31.08,,,
2026/02/24,07:28:34,31.19,,,
2026/02/24,07:28:39,31.33,,,
2026/02/24,07:28:44,31.29,,,
2026/02/24,07:28:49,31.14,,,
2026/02/24,07:28:54,31.09,,,
2026/02/24,07:28:59,31.09,,,
2026/02/24,07:29:04,31.01,,,
2026/02/24,07:29:09,31.01,,,
2026/02/24,07:29:14,31.19,,,
2026/02/24,07:29:19,31.18,,,
2026/02/24,07:29:24,31.16,,,
2026/02/24,07:29:29,31.17,,,
2026/02/24,07:29:34,31.20,,,
2026/02/24,07:29:39,31.11,,,
2026/02/24,07:29:44,31.03,,,
2026/02/24,07:29:49,31.11,,,
2026/02/24,07:29:54,31.10,,,
2026/02/24,07:29:59,31.09,,,
2026/02/24,07:30:04,31.07,,,
2026/02/24,07:30:09,31.04,,,
2026/02/24,07:30:14,30.97,,,
2026/02/24,07:30:19,30.79,,,
2026/02/24,07:30:24,30.76,,,
2026/02/24,07:30:29,30.69,,,
2026/02/24,07:30:34,30.78,,,
2026/02/24,07:30:39,30.71,,,
2026/02/24,07:30:44,30.64,,,
2026/02/24,07:30:49,30.58,,,
2026/02/24,07:30:54,30.56,,,
2026/02/24,07:30:59,30.54,,,
2026/02/24,07:31:04,30.57,,,
2026/02/24,07:31:09,30.59,,,
2026/02/24,07:31:14,30.79,,,
2026/02/24,07:31:19,30.81,,,
2026/02/24,07:31:24,30.76,,,
2026/02/24,07:31:29,30.71,,,
2026/02/24,07:31:34,30.64,,,
2026/02/24,07:31:39,30.60,,,
2026/02/24,07:31:44,30.31,,,
2026/02/24,07:31:49,30.28,,,
2026/02/24,07:31:54,30.31,,,
2026/02/24,07:31:59,30.26,,,
2026/02/24,07:32:04,30.22,,,
2026/02/24,07:32:09,30.29,,,
2026/02/24,07:32:14,30.31,,,
2026/02/24,07:32:19,30.29,,,
2026/02/24,07:32:24,30.27,,,
2026/02/24,07:32:29,30.06,,,
2026/02/24,07:32:34,30.03,,,
2026/02/24,07:32:39,30.12,,,
2026/02/24,07:32:44,30.20,,,
2026/02/24,07:32:49,30.24,,,
2026/02/24,07:32:54,30.26,,,
2026/02/24,07:32:59,30.20,,,
2026/02/24,07:33:04,30.17,,,
2026/02/24,07:33:09,30.15,,,
2026/02/24,07:33:14,30.13,,,
2026/02/24,07:33:19,30.09,,,
2026/02/24,07:33:24,29.97,,,
2026/02/24,07:33:29,29.88,,,
2026/02/24,07:33:34,29.90,,,
2026/02/24,07:33:39,29.86,,,
2026/02/24,07:33:44,29.90,,,
2026/02/24,07:33:49,29.90,,,
2026/02/24,07:33:54,29.97,,,
2026/02/24,07:33:59,29.95,,,
2026/02/24,07:34:04,29.94,,,
2026/02/24,07:34:09,29.93,,,
2026/02/24,07:34:14,29.87,,,
2026/02/24,07:34:19,29.74,,,
2026/02/24,07:34:24,29.73,,,
2026/02/24,07:34:29,29.76,,,
2026/02/24,07:34:34,29.72,,,
2026/02/24,07:34:39,29.62,,,
2026/02/24,07:34:44,29.60,,,
2026/02/24,07:34:49,29.67,,,
2026/02/24,07:34:54,29.73,,,
2026/02/24,07:34:59,29.71,,,
2026/02/24,07:35:04,29.69,,,
2026/02/24,07:35:09,29.62,,,
2026/02/24,07:35:14,29.59,,,
2026/02/24,07:35:19,29.57,,,
2026/02/24,07:35:24,29.53,,,
2026/02/24,07:35:29,29.49,,,
2026/02/24,07:35:34,29.43,,,
2026/02/24,07:35:39,29.45,,,
2026/02/24,07:35:44,29.47,,,
2026/02/24,07:35:49,29.49,,,
2026/02/24,07:35:54,29.49,,,
2026/02/24,07:35:59,29.33,,,
2026/02/24,07:36:04,29.41,,,
2026/02/24,07:36:09,29.42,,,
2026/02/24,07:36:14,29.41,,,
2026/02/24,07:36:19,29.38,,,
2026/02/24,07:36:24,29.33,,,
2026/02/24,07:36:29,29.31,,,
2026/02/24,07:36:34,29.24,,,
2026/02/24,07:36:39,29.17,,,
2026/02/24,07:36:44,29.15,,,
2026/02/24,07:36:49,29.08,,,
2026/02/24,07:36:54,29.10,,,
2026/02/24,07:36:59,29.13,,,
2026/02/24,07:37:04,29.11,,,
2026/02/24,07:37:09,29.07,,,
2026/02/24,07:37:14,29.01,,,
2026/02/24,07:37:19,28.93,,,
2026/02/24,07:37:24,28.92,,,
2026/02/24,07:37:29,29.03,,,
2026/02/24,07:37:34,29.01,,,
2026/02/24,07:37:39,28.99,,,
2026/02/24,07:37:44,28.95,,,
2026/02/24,07:37:49,28.93,,,
2026/02/24,07:37:54,28.83,,,
2026/02/24,07:37:59,28.77,,,
2026/02/24,07:38:04,28.73,,,
2026/02/24,07:38:09,28.70,,,
2026/02/24,07:38:14,28.68,,,
2026/02/24,07:38:19,28.66,,,
2026/02/24,07:38:24,28.76,,,
2026/02/24,07:38:29,28.66,,,
2026/02/24,07:38:34,28.65,,,
2026/02/24,07:38:39,28.50,,,
2026/02/24,07:38:44,28.49,,,
2026/02/24,07:38:49,28.52,,,
2026/02/24,07:38:54,28.54,,,
2026/02/24,07:38:59,28.60,,,
2026/02/24,07:39:04,28.61,,,
2026/02/24,07:39:09,28.59,,,
2026/02/24,07:39:14,28.46,,,
2026/02/24,07:39:19,28.46,,,
2026/02/24,07:39:24,28.44,,,
2026/02/24,07:39:29,28.41,,,
2026/02/24,07:39:34,28.39,,,
2026/02/24,07:39:39,28.37,,,
2026/02/24,07:39:44,28.36,,,
2026/02/24,07:39:49,28.38,,,
2026/02/24,07:39:54,28.37,,,
2026/02/24,07:39:59,28.37,,,
2026/02/24,07:40:04,28.39,,,
2026/02/24,07:40:09,28.41,,,
2026/02/24,07:40:14,28.42,,,
2026/02/24,07:40:19,28.41,,,
2026/02/24,07:40:24,28.36,,,
2026/02/24,07:40:29,28.37,,,
2026/02/24,07:40:34,28.34,,,
2026/02/24,07:40:39,28.25,,,
2026/02/24,07:40:44,28.22,,,
2026/02/24,07:40:49,28.11,,,
2026/02/24,07:40:54,28.15,,,
2026/02/24,07:40:59,28.23,,,
2026/02/24,07:41:04,28.26,,,
2026/02/24,07:41:09,28.27,,,
2026/02/24,07:41:14,28.25,,,
2026/02/24,07:41:19,28.07,,,
2026/02/24,07:41:24,28.02,,,
2026/02/24,07:41:29,27.98,,,
2026/02/24,07:41:34,27.96,,,
2026/02/24,07:41:39,27.94,,,
2026/02/24,07:41:44,27.92,,,
2026/02/24,07:41:49,27.86,,,
2026/02/24,07:41:54,27.84,,,
2026/02/24,07:41:59,27.82,,,
2026/02/24,07:42:04,27.82,,,
2026/02/24,07:42:09,27.88,,,
2026/02/24,07:42:14,27.91,,,
2026/02/24,07:42:19,27.90,,,
2026/02/24,07:42:24,27.92,,,
2026/02/24,07:42:29,27.87,,,
2026/02/24,07:42:34,27.84,,,
2026/02/24,07:42:39,27.86,,,
2026/02/24,07:42:44,27.89,,,
2026/02/24,07:42:49,27.88,,,
2026/02/24,07:42:54,27.88,,,
2026/02/24,07:42:59,27.87,,,
2026/02/24,07:43:04,27.85,,,
2026/02/24,07:43:09,27.75,,,
2026/02/24,07:43:14,27.72,,,
2026/02/24,07:43:19,27.70,,,
2026/02/24,07:43:24,27.68,,,
2026/02/24,07:43:29,27.67,,,
2026/02/24,07:43:34,27.66,,,
2026/02/24,07:43:39,27.64,,,
2026/02/24,07:43:44,27.63,,,
2026/02/24,07:43:49,27.61,,,
2026/02/24,07:43:54,27.55,,,
2026/02/24,07:43:59,27.53,,,
2026/02/24,07:44:04,27.51,,,
2026/02/24,07:44:09,27.49,,,
2026/02/24,07:44:14,27.47,,,
2026/02/24,07:44:19,27.45,,,
2026/02/24,07:44:24,27.43,,,
2026/02/24,07:44:29,27.42,,,
2026/02/24,07:44:34,27.41,,,
2026/02/24,07:44:39,27.38,,,
2026/02/24,07:44:44,27.33,,,
2026/02/24,07:44:49,27.31,,,
2026/02/24,07:44:54,27.29,,,
2026/02/24,07:44:59,27.27,,,
2026/02/24,07:45:04,27.25,,,
2026/02/24,07:45:09,27.24,,,
2026/02/24,07:45:14,27.24,,,
2026/02/24,07:45:19,27.24,,,
2026/02/24,07:45:24,27.23,,,
2026/02/24,07:45:29,27.21,,,
2026/02/24,07:45:34,27.19,,,
2026/02/24,07:45:39,27.18,,,
2026/02/24,07:45:44,27.16,,,
2026/02/24,07:45:49,27.14,,,
2026/02/24,07:45:54,27.12,,,
2026/02/24,07:45:59,27.13,,,
2026/02/24,07:46:04,27.09,,,
2026/02/24,07:46:09,27.07,,,
2026/02/24,07:46:14,27.05,,,
2026/02/24,07:46:19,27.05,,,
2026/02/24,07:46:24,27.07,,,
2026/02/24,07:46:29,27.01,,,
2026/02/24,07:46:34,26.98,,,
2026/02/24,07:46:39,26.95,,,
2026/02/24,07:46:44,26.98,,,
2026/02/24,07:46:49,27.03,,,
2026/02/24,07:46:54,27.25,,,
2026/02/24,07:46:59,27.27,,,
2026/02/24,07:47:04,27.27,,,
2026/02/24,07:47:09,27.41,,,
2026/02/24,07:47:14,27.45,,,
2026/02/24,07:47:19,27.47,,,
2026/02/24,07:47:24,27.53,,,
2026/02/24,07:47:29,27.70,,,
2026/02/24,07:47:34,27.71,,,
2026/02/24,07:47:39,27.70,,,
2026/02/24,07:47:44,27.82,,,
2026/02/24,07:47:49,27.92,,,
2026/02/24,07:47:54,28.02,,,
2026/02/24,07:47:59,28.21,,,
2026/02/24,07:48:04,28.34,,,
2026/02/24,07:48:09,28.37,,,
2026/02/24,07:48:14,28.47,,,
2026/02/24,07:48:19,28.64,,,
2026/02/24,07:48:24,28.80,,,
2026/02/24,07:48:29,29.02,,,
2026/02/24,07:48:34,29.16,,,
2026/02/24,07:48:39,29.18,,,
2026/02/24,07:48:44,29.18,,,
2026/02/24,07:48:49,29.21,,,
2026/02/24,07:48:54,29.23,,,
2026/02/24,07:48:59,29.37,,,
2026/02/24,07:49:04,29.59,,,
2026/02/24,07:49:09,29.78,,,
2026/02/24,07:49:14,29.89,,,
2026/02/24,07:49:19,29.98,,,
2026/02/24,07:49:24,30.10,,,
2026/02/24,07:49:29,30.13,,,
2026/02/24,07:49:34,30.15,,,
2026/02/24,07:49:39,30.13,,,
2026/02/24,07:49:44,30.12,,,
2026/02/24,07:49:49,30.16,,,
2026/02/24,07:49:54,30.53,,,
2026/02/24,07:49:59,30.57,,,
2026/02/24,07:50:04,30.86,,,
2026/02/24,07:50:09,30.84,,,
2026/02/24,07:50:14,30.81,,,
2026/02/24,07:50:19,30.91,,,
2026/02/24,07:50:24,30.95,,,
2026/02/24,07:50:29,30.93,,,
2026/02/24,07:50:34,31.10,,,
2026/02/24,07:50:39,31.10,,,
2026/02/24,07:50:44,31.08,,,
2026/02/24,07:50:49,31.08,,,
2026/02/24,07:50:54,31.28,,,
2026/02/24,07:50:59,31.40,,,
2026/02/24,07:51:04,31.58,,,
2026/02/24,07:51:09,31.62,,,
2026/02/24,07:51:14,31.76,,,
2026/02/24,07:51:19,31.66,,,
2026/02/24,07:51:24,31.77,,,
2026/02/24,07:51:29,31.80,,,
2026/02/24,07:51:34,31.86,,,
2026/02/24,07:51:39,31.86,,,
2026/02/24,07:51:44,31.81,,,
2026/02/24,07:51:49,31.80,,,
2026/02/24,07:51:54,31.74,,,
2026/02/24,07:51:59,31.95,,,
2026/02/24,07:52:04,31.99,,,
2026/02/24,07:52:09,31.96,,,
2026/02/24,07:52:14,32.03,,,
2026/02/24,07:52:19,32.09,,,
2026/02/24,07:52:24,32.22,,,
2026/02/24,07:52:29,32.31,,,
2026/02/24,07:52:34,32.46,,,
2026/02/24,07:52:39,32.36,,,
2026/02/24,07:52:44,32.29,,,
2026/02/24,07:52:49,32.23,,,
2026/02/24,07:52:54,32.18,,,
2026/02/24,07:52:59,32.12,,,
2026/02/24,07:53:04,32.11,,,
2026/02/24,07:53:09,32.04,,,
2026/02/24,07:53:14,32.04,,,
2026/02/24,07:53:19,32.08,,,
2026/02/24,07:53:24,32.09,,,
2026/02/24,07:53:29,32.07,,,
2026/02/24,07:53:34,32.08,,,
2026/02/24,07:53:39,32.20,,,
2026/02/24,07:53:44,32.22,,,
2026/02/24,07:53:49,32.20,,,
2026/02/24,07:53:54,32.20,,,
2026/02/24,07:53:59,32.14,,,
2026/02/24,07:54:04,32.11,,,
2026/02/24,07:54:09,32.20,,,
2026/02/24,07:54:14,32.20,,,
2026/02/24,07:54:19,32.14,,,
2026/02/24,07:54:24,32.07,,,
2026/02/24,07:54:29,32.11,,,
2026/02/24,07:54:34,32.23,,,
2026/02/24,07:54:39,32.25,,,
2026/02/24,07:54:44,32.23,,,
2026/02/24,07:54:49,32.07,,,
2026/02/24,07:54:54,31.96,,,
2026/02/24,07:54:59,31.99,,,
2026/02/24,07:55:04,32.06,,,
2026/02/24,07:55:09,32.14,,,
2026/02/24,07:55:14,32.31,,,
2026/02/24,07:55:19,32.22,,,
2026/02/24,07:55:24,32.06,,,
2026/02/24,07:55:29,32.06,,,
2026/02/24,07:55:34,32.12,,,
2026/02/24,07:55:39,32.14,,,
2026/02/24,07:55:44,32.17,,,
2026/02/24,07:55:49,32.22,,,
2026/02/24,07:55:54,32.13,,,
2026/02/24,07:55:59,31.93,,,
2026/02/24,07:56:04,31.89,,,
2026/02/24,07:56:09,31.84,,,
2026/02/24,07:56:14,31.82,,,
2026/02/24,07:56:19,31.86,,,
2026/02/24,07:56:24,31.89,,,
2026/02/24,07:56:29,31.88,,,
2026/02/24,07:56:34,31.67,,,
2026/02/24,07:56:39,31.60,,,
2026/02/24,07:56:44,31.54,,,
2026/02/24,07:56:49,31.55,,,
2026/02/24,07:56:54,31.40,,,
2026/02/24,07:56:59,31.36,,,
2026/02/24,07:57:04,31.44,,,
2026/02/24,07:57:09,31.47,,,
2026/02/24,07:57:14,31.45,,,
2026/02/24,07:57:19,31.43,,,
2026/02/24,07:57:24,31.41,,,
2026/02/24,07:57:29,31.30,,,
2026/02/24,07:57:34,31.27,,,
2026/02/24,07:57:39,31.32,,,
2026/02/24,07:57:44,31.60,,,
2026/02/24,07:57:49,31.59,,,
2026/02/24,07:57:54,31.61,,,
2026/02/24,07:57:59,31.59,,,
2026/02/24,07:58:04,31.52,,,
2026/02/24,07:58:09,31.48,,,
2026/02/24,07:58:14,31.50,,,
2026/02/24,07:58:19,31.52,,,
2026/02/24,07:58:24,31.51,,,
2026/02/24,07:58:29,31.38,,,
2026/02/24,07:58:34,31.32,,,
2026/02/24,07:58:39,31.29,,,
2026/02/24,07:58:44,31.36,,,
2026/02/24,07:58:49,31.29,,,
2026/02/24,07:58:54,31.23,,,
2026/02/24,07:58:59,31.22,,,
2026/02/24,07:59:04,31.20,,,
2026/02/24,07:59:09,31.19,,,
2026/02/24,07:59:14,31.25,,,
2026/02/24,07:59:19,31.32,,,
2026/02/24,07:59:24,31.42,,,
2026/02/24,07:59:29,31.41,,,
2026/02/24,07:59:34,31.45,,,
2026/02/24,07:59:39,31.35,,,
2026/02/24,07:59:44,31.29,,,
2026/02/24,07:59:49,31.16,,,
2026/02/24,07:59:54,30.99,,,
2026/02/24,07:59:59,30.88,,,
2026/02/24,08:00:04,30.89,,,
2026/02/24,08:00:09,30.90,,,
2026/02/24,08:00:14,30.91,,,
2026/02/24,08:00:19,30.94,,,
2026/02/24,08:00:24,30.91,,,
2026/02/24,08:00:29,30.89,,,
2026/02/24,08:00:34,30.73,,,
2026/02/24,08:00:39,30.72,,,
2026/02/24,08:00:44,30.74,,,
2026/02/24,08:00:49,30.78,,,
2026/02/24,08:00:54,31.02,,,
2026/02/24,08:00:59,31.06,,,
2026/02/24,08:01:04,31.04,,,
2026/02/24,08:01:09,31.03,,,
2026/02/24,08:01:14,31.05,,,
2026/02/24,08:01:19,30.88,,,
2026/02/24,08:01:24,30.77,,,
2026/02/24,08:01:29,30.60,,,
2026/02/24,08:01:34,30.59,,,
2026/02/24,08:01:39,30.59,,,
2026/02/24,08:01:44,30.48,,,
2026/02/24,08:01:49,30.41,,,
2026/02/24,08:01:54,30.36,,,
2026/02/24,08:01:59,30.38,,,
2026/02/24,08:02:04,30.45,,,
2026/02/24,08:02:09,30.46,,,
2026/02/24,08:02:14,30.47,,,
2026/02/24,08:02:19,30.56,,,
2026/02/24,08:02:24,30.61,,,
2026/02/24,08:02:29,30.62,,,
2026/02/24,08:02:34,30.62,,,
2026/02/24,08:02:39,30.61,,,
2026/02/24,08:02:44,30.63,,,
2026/02/24,08:02:49,30.61,,,
2026/02/24,08:02:54,30.55,,,
2026/02/24,08:02:59,30.53,,,
2026/02/24,08:03:04,30.47,,,
2026/02/24,08:03:09,30.46,,,
2026/02/24,08:03:14,30.49,,,
2026/02/24,08:03:19,30.48,,,
2026/02/24,08:03:24,30.46,,,
2026/02/24,08:03:29,30.34,,,
2026/02/24,08:03:34,30.36,,,
2026/02/24,08:03:39,30.32,,,
2026/02/24,08:03:44,30.13,,,
2026/02/24,08:03:49,29.94,,,
2026/02/24,08:03:54,29.97,,,
2026/02/24,08:03:59,29.90,,,
2026/02/24,08:04:04,29.89,,,
2026/02/24,08:04:09,29.89,,,
2026/02/24,08:04:14,29.87,,,
2026/02/24,08:04:19,29.87,,,
2026/02/24,08:04:24,29.82,,,
2026/02/24,08:04:29,29.80,,,
2026/02/24,08:04:34,29.77,,,
2026/02/24,08:04:39,29.58,,,
2026/02/24,08:04:44,29.52,,,
2026/02/24,08:04:49,29.54,,,
2026/02/24,08:04:54,29.56,,,
2026/02/24,08:04:59,29.68,,,
2026/02/24,08:05:04,29.72,,,
2026/02/24,08:05:09,29.70,,,
2026/02/24,08:05:14,29.53,,,
2026/02/24,08:05:19,29.47,,,
2026/02/24,08:05:24,29.49,,,
2026/02/24,08:05:29,29.53,,,
2026/02/24,08:05:34,29.61,,,
2026/02/24,08:05:39,29.60,,,
2026/02/24,08:05:44,29.60,,,
2026/02/24,08:05:49,29.40,,,
2026/02/24,08:05:54,29.50,,,
2026/02/24,08:05:59,29.67,,,
2026/02/24,08:06:04,29.57,,,
2026/02/24,08:06:09,29.43,,,
2026/02/24,08:06:14,29.40,,,
2026/02/24,08:06:19,29.42,,,
2026/02/24,08:06:24,29.42,,,
2026/02/24,08:06:29,29.41,,,
2026/02/24,08:06:34,29.41,,,
2026/02/24,08:06:39,29.39,,,
2026/02/24,08:06:44,29.38,,,
2026/02/24,08:06:49,29.36,,,
2026/02/24,08:06:54,29.34,,,
2026/02/24,08:06:59,29.30,,,
2026/02/24,08:07:04,29.24,,,
2026/02/24,08:07:09,29.22,,,
2026/02/24,08:07:14,29.10,,,
2026/02/24,08:07:19,29.07,,,
2026/02/24,08:07:24,29.06,,,
2026/02/24,08:07:29,29.04,,,
2026/02/24,08:07:34,29.01,,,
2026/02/24,08:07:39,28.94,,,
2026/02/24,08:07:44,28.86,,,
2026/02/24,08:07:49,28.82,,,
2026/02/24,08:07:54,28.81,,,
2026/02/24,08:07:59,28.85,,,
2026/02/24,08:08:04,28.83,,,
2026/02/24,08:08:09,28.81,,,
2026/02/24,08:08:14,28.77,,,
2026/02/24,08:08:19,28.66,,,
2026/02/24,08:08:24,28.64,,,
2026/02/24,08:08:29,28.62,,,
2026/02/24,08:08:34,28.60,,,
2026/02/24,08:08:39,28.65,,,
2026/02/24,08:08:44,28.66,,,
2026/02/24,08:08:49,28.64,,,
2026/02/24,08:08:54,28.62,,,
2026/02/24,08:08:59,28.60,,,
2026/02/24,08:09:04,28.58,,,
2026/02/24,08:09:09,28.56,,,
2026/02/24,08:09:14,28.54,,,
2026/02/24,08:09:19,28.54,,,
2026/02/24,08:09:24,28.56,,,
2026/02/24,08:09:29,28.56,,,
2026/02/24,08:09:34,28.59,,,
2026/02/24,08:09:39,28.59,,,
2026/02/24,08:09:44,28.55,,,
2026/02/24,08:09:49,28.53,,,
2026/02/24,08:09:54,28.45,,,
2026/02/24,08:09:59,28.41,,,
2026/02/24,08:10:04,28.39,,,
2026/02/24,08:10:09,28.39,,,
2026/02/24,08:10:14,28.37,,,
2026/02/24,08:10:19,28.35,,,
2026/02/24,08:10:24,28.29,,,
2026/02/24,08:10:29,28.23,,,
2026/02/24,08:10:34,28.20,,,
2026/02/24,08:10:39,28.18,,,
2026/02/24,08:10:44,28.16,,,
2026/02/24,08:10:49,28.14,,,
2026/02/24,08:10:54,28.12,,,
2026/02/24,08:10:59,28.10,,,
2026/02/24,08:11:04,28.08,,,
2026/02/24,08:11:09,28.08,,,
2026/02/24,08:11:14,28.10,,,
2026/02/24,08:11:19,28.00,,,
2026/02/24,08:11:24,27.98,,,
2026/02/24,08:11:29,27.90,,,
2026/02/24,08:11:34,27.86,,,
2026/02/24,08:11:39,27.80,,,
2026/02/24,08:11:44,27.79,,,
2026/02/24,08:11:49,27.87,,,
2026/02/24,08:11:54,27.89,,,
2026/02/24,08:11:59,27.92,,,
2026/02/24,08:12:04,27.94,,,
2026/02/24,08:12:09,27.93,,,
2026/02/24,08:12:14,27.92,,,
2026/02/24,08:12:19,27.94,,,
2026/02/24,08:12:24,27.92,,,
2026/02/24,08:12:29,27.82,,,
2026/02/24,08:12:34,27.79,,,
2026/02/24,08:12:39,27.75,,,
2026/02/24,08:12:44,27.71,,,
2026/02/24,08:12:49,27.69,,,
2026/02/24,08:12:54,27.62,,,
2026/02/24,08:12:59,27.58,,,
2026/02/24,08:13:04,27.58,,,
2026/02/24,08:13:09,27.57,,,
2026/02/24,08:13:14,27.56,,,
2026/02/24,08:13:19,27.55,,,
2026/02/24,08:13:24,27.57,,,
2026/02/24,08:13:29,27.56,,,
2026/02/24,08:13:34,27.47,,,
2026/02/24,08:13:39,27.45,,,
2026/02/24,08:13:44,27.43,,,
2026/02/24,08:13:49,27.41,,,
2026/02/24,08:13:54,27.39,,,
2026/02/24,08:13:59,27.37,,,
2026/02/24,08:14:04,27.38,,,
2026/02/24,08:14:09,27.36,,,
2026/02/24,08:14:14,27.36,,,
2026/02/24,08:14:19,27.35,,,
2026/02/24,08:14:24,27.33,,,
2026/02/24,08:14:29,27.31,,,
2026/02/24,08:14:34,27.29,,,
2026/02/24,08:14:39,27.27,,,
2026/02/24,08:14:44,27.26,,,
2026/02/24,08:14:49,27.26,,,
2026/02/24,08:14:54,27.28,,,
2026/02/24,08:14:59,27.27,,,
2026/02/24,08:15:04,27.28,,,
2026/02/24,08:15:09,27.26,,,
2026/02/24,08:15:14,27.26,,,
2026/02/24,08:15:19,27.29,,,
2026/02/24,08:15:24,27.28,,,
2026/02/24,08:15:29,27.29,,,
2026/02/24,08:15:34,27.28,,,
2026/02/24,08:15:39,27.21,,,
2026/02/24,08:15:44,27.19,,,
2026/02/24,08:15:49,27.13,,,
2026/02/24,08:15:54,27.11,,,
2026/02/24,08:15:59,27.09,,,
2026/02/24,08:16:04,27.03,,,
2026/02/24,08:16:09,27.01,,,
2026/02/24,08:16:14,26.99,,,
2026/02/24,08:16:19,26.98,,,
2026/02/24,08:16:24,26.96,,,
2026/02/24,08:16:29,26.94,,,
2026/02/24,08:16:34,26.96,,,
2026/02/24,08:16:39,26.97,,,
2026/02/24,08:16:44,26.96,,,
2026/02/24,08:16:49,26.95,,,
2026/02/24,08:16:54,26.96,,,
2026/02/24,08:16:59,26.97,,,
2026/02/24,08:17:04,26.96,,,
2026/02/24,08:17:09,26.98,,,
2026/02/24,08:17:14,27.12,,,
2026/02/24,08:17:19,27.18,,,
2026/02/24,08:17:24,27.38,,,
2026/02/24,08:17:29,27.40,,,
2026/02/24,08:17:34,27.56,,,
2026/02/24,08:17:39,27.72,,,
2026/02/24,08:17:44,27.93,,,
2026/02/24,08:17:49,28.05,,,
2026/02/24,08:17:54,28.22,,,
2026/02/24,08:17:59,28.23,,,
2026/02/24,08:18:04,28.29,,,
2026/02/24,08:18:09,28.35,,,
2026/02/24,08:18:14,28.46,,,
2026/02/24,08:18:19,28.65,,,
2026/02/24,08:18:24,28.81,,,
2026/02/24,08:18:29,28.87,,,
2026/02/24,08:18:34,28.99,,,
2026/02/24,08:18:39,29.15,,,
2026/02/24,08:18:44,29.24,,,
2026/02/24,08:18:49,29.41,,,
2026/02/24,08:18:54,29.62,,,
2026/02/24,08:18:59,29.67,,,
2026/02/24,08:19:04,29.79,,,
2026/02/24,08:19:09,29.81,,,
2026/02/24,08:19:14,29.90,,,
2026/02/24,08:19:19,30.07,,,
2026/02/24,08:19:24,30.10,,,
2026/02/24,08:19:29,30.12,,,
2026/02/24,08:19:34,30.20,,,
2026/02/24,08:19:39,30.35,,,
2026/02/24,08:19:44,30.37,,,
2026/02/24,08:19:49,30.35,,,
2026/02/24,08:19:54,30.48,,,
2026/02/24,08:19:59,30.63,,,
2026/02/24,08:20:04,30.76,,,
2026/02/24,08:20:09,30.91,,,
2026/02/24,08:20:14,31.00,,,
2026/02/24,08:20:19,31.00,,,
2026/02/24,08:20:24,31.19,,,
2026/02/24,08:20:29,31.38,,,
2026/02/24,08:20:34,31.31,,,
2026/02/24,08:20:39,31.30,,,
2026/02/24,08:20:44,31.31,,,
2026/02/24,08:20:49,31.51,,,
2026/02/24,08:20:54,31.60,,,
2026/02/24,08:20:59,31.67,,,
2026/02/24,08:21:04,31.71,,,
2026/02/24,08:21:09,31.81,,,
2026/02/24,08:21:14,31.86,,,
2026/02/24,08:21:19,31.96,,,
2026/02/24,08:21:24,32.06,,,
2026/02/24,08:21:29,32.05,,,
2026/02/24,08:21:34,32.03,,,
2026/02/24,08:21:39,32.03,,,
2026/02/24,08:21:44,32.17,,,
2026/02/24,08:21:49,32.19,,,
2026/02/24,08:21:54,32.39,,,
2026/02/24,08:21:59,32.49,,,
2026/02/24,08:22:04,32.50,,,
2026/02/24,08:22:09,32.44,,,
2026/02/24,08:22:14,32.54,,,
2026/02/24,08:22:19,32.45,,,
2026/02/24,08:22:24,32.42,,,
2026/02/24,08:22:29,32.32,,,
2026/02/24,08:22:34,32.13,,,
2026/02/24,08:22:39,32.09,,,
2026/02/24,08:22:44,32.24,,,
2026/02/24,08:22:49,32.35,,,
2026/02/24,08:22:54,32.25,,,
2026/02/24,08:22:59,31.93,,,
2026/02/24,08:23:04,31.89,,,
2026/02/24,08:23:09,32.07,,,
2026/02/24,08:23:14,32.04,,,
2026/02/24,08:23:19,31.76,,,
2026/02/24,08:23:24,31.96,,,
2026/02/24,08:23:29,32.08,,,
2026/02/24,08:23:34,32.05,,,
2026/02/24,08:23:39,32.11,,,
2026/02/24,08:23:44,32.20,,,
2026/02/24,08:23:49,32.14,,,
2026/02/24,08:23:54,32.06,,,
2026/02/24,08:23:59,32.00,,,
2026/02/24,08:24:04,32.01,,,
2026/02/24,08:24:09,31.95,,,
2026/02/24,08:24:14,31.94,,,
2026/02/24,08:24:19,31.94,,,
2026/02/24,08:24:24,31.95,,,
2026/02/24,08:24:29,31.86,,,
2026/02/24,08:24:34,31.68,,,
2026/02/24,08:24:39,31.71,,,
2026/02/24,08:24:44,31.80,,,
2026/02/24,08:24:49,32.02,,,
2026/02/24,08:24:54,31.83,,,
2026/02/24,08:24:59,31.80,,,
2026/02/24,08:25:04,32.05,,,
2026/02/24,08:25:09,32.14,,,
2026/02/24,08:25:14,32.09,,,
2026/02/24,08:25:19,32.11,,,
2026/02/24,08:25:24,32.12,,,
2026/02/24,08:25:29,31.93,,,
2026/02/24,08:25:34,32.06,,,
2026/02/24,08:25:39,32.15,,,
2026/02/24,08:25:44,32.30,,,
2026/02/24,08:25:49,32.11,,,
2026/02/24,08:25:54,32.09,,,
